기초시군구(관할관청),업체명,연락처,폐기물구분,폐기물명,연간배출량(톤)
제주특별자치도 서귀포시,해비치호텔앤드리조트(주)/골프장,064-766-6206,사업장생활계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),20.87
제주특별자치도 서귀포시,해비치호텔앤드리조트(주)/골프장,064-766-6206,사업장생활계폐기물,음식물류폐기물,12.251
제주특별자치도 서귀포시,해비치호텔앤드리조트(주)/골프장,064-766-6206,사업장생활계폐기물,초본류,32.373
제주특별자치도 서귀포시,해비치호텔앤드리조트(주)/골프장,064-766-6206,사업장생활계폐기물,폐금속캔류(「자원의 절약과 재활용촉진에 관한 법률 시행령」 제18조제1호에 해당하는 것을 말한다),1.01
제주특별자치도 서귀포시,해비치호텔앤드리조트(주)/골프장,064-766-6206,사업장생활계폐기물,폐유리병류(「자원의 절약과 재활용촉진에 관한 법률 시행령」 제18조제1호에 해당하는 것을 말한다),1.04
제주특별자치도 서귀포시,해비치호텔앤드리조트(주)/골프장,064-766-6206,사업장생활계폐기물,폐종이류,1.05
제주특별자치도 서귀포시,해비치호텔앤드리조트(주)/골프장,064-766-6206,사업장생활계폐기물,플라스틱폐포장재,0.82
제주특별자치도 서귀포시,호텔더본제주,064-766-8923,사업장생활계폐기물,그 밖의 폐기물,71.33
제주특별자치도 서귀포시,호텔더본제주,064-766-8923,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),38.01
제주특별자치도 제주시,(주)더원,064-802-8054/8132,사업장생활계폐기물,그 밖의 식물성잔재물,10.953
제주특별자치도 제주시,(주)더원,064-802-8054/8132,사업장생활계폐기물,음식물류폐기물,16.81
제주특별자치도 제주시,(주)더원,064-802-8054/8132,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),127.48
제주특별자치도 제주시,(주)미래제주,064-799-3800,사업장배출시설계폐기물,그 밖의 폐목재류,62.19
제주특별자치도 제주시,(주)미래제주,064-799-3800,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),462.62
제주특별자치도 제주시,(주)소노인터내셔널 제주지점,064-780-5043,사업장생활계폐기물,그 밖의 폐기물,344.62
제주특별자치도 제주시,(주)소노인터내셔널 제주지점,064-780-5043,사업장생활계폐기물,음식물류폐기물,106.09
제주특별자치도 제주시,(주)오션스위츠,064-720-6400,사업장생활계폐기물,그 밖의 폐기물,113.26
제주특별자치도 제주시,(주)오션스위츠,064-720-6400,사업장생활계폐기물,음식물류폐기물,47.24
제주특별자치도 제주시,(주)우진산업,064-783-6988,사업장배출시설계폐기물,그 밖의 폐수처리오니,570.03
제주특별자치도 제주시,(주)우진산업,064-783-6988,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),52.06
제주특별자치도 제주시,글래드호텔앤리조트(주)메종글래드제주,064-710-8128,사업장생활계폐기물,그 밖의 폐기물,181.51
제주특별자치도 제주시,글래드호텔앤리조트(주)메종글래드제주,064-710-8128,사업장생활계폐기물,음식물류폐기물,297.66
제주특별자치도 제주시,농업회사법인(주) 한라씨에프엔,064-784-6681,사업장배출시설계폐기물,축산물가공잔재물(동물성 유지류는 제외한다),1282.785
제주특별자치도 제주시,대구공업사,064-756-4447,사업장배출시설계폐기물,그 밖의 폐기물,294.31024
제주특별자치도 제주시,대구공업사,064-756-4447,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),30.2
제주특별자치도 제주시,더케이제주호텔(주)(라마다호텔),064-729-8258,사업장생활계폐기물,그 밖의 폐기물,251.99
제주특별자치도 제주시,더케이제주호텔(주)(라마다호텔),064-729-8258,사업장생활계폐기물,음식물류폐기물,113.038
제주특별자치도 제주시,더케이제주호텔(주)(라마다호텔),064-729-8258,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),13.92
제주특별자치도 제주시,동부위생처리장(주)경원산업,064-783-4600,사업장배출시설계폐기물,그 밖의 폐기물,16.33
제주특별자치도 제주시,동부위생처리장(주)경원산업,064-783-4600,사업장배출시설계폐기물,분뇨처리오니,191.79
제주특별자치도 제주시,영진기업(주),064-782-5900,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(접착제, 페인트, 기름, 콘크리트 등의 물질이 사용된 목재를 말한다)",27.18
제주특별자치도 제주시,영진기업(주),064-782-5900,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),131.84
제주특별자치도 제주시,정우산업개발(주),064-799-8088,사업장배출시설계폐기물,그 밖의 폐기물,10.38
제주특별자치도 제주시,정우산업개발(주),064-799-8088,사업장배출시설계폐기물,그 밖의 폐목재류,793.84
제주특별자치도 제주시,정우산업개발(주),064-799-8088,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),1556.49
제주특별자치도 제주시,제주도지정폐기물운영위원회,064-725-2240,,"그 밖의 폐광물유[아스팔트유ㆍ그리스(grease)ㆍ방청유 및 수용성절삭유, 20퍼센트 이상의 이물질이 함유된 폐유, 고체상태의 폐유 등을 말한다]",21.053
제주특별자치도 제주시,제주도지정폐기물운영위원회,064-725-2240,,그 밖의 폐유,49.14
제주특별자치도 제주시,제주도지정폐기물운영위원회,064-725-2240,,그 밖의 폐유기용제,77.45
제주특별자치도 제주시,제주도지정폐기물운영위원회,064-725-2240,,폐오일필터,31.59
제주특별자치도 제주시,제주도지정폐기물운영위원회,064-725-2240,,폐유성페인트,72.1
제주특별자치도 제주시,제주도지정폐기물운영위원회,064-725-2240,,폐윤활유(「자원의 절약과 재활용촉진에 관한 법률 시행령」 제18조에 따른 재활용의무 대상 제품ㆍ포장재인 기어유 및 내연기관용 윤활유를 말한다),480.082
제주특별자치도 제주시,제주도지정폐기물운영위원회,064-725-2240,,폐황산이 포함된 2차폐축전지,193.919
제주특별자치도 제주시,제주도지정폐기물운영위원회,064-725-2240,,폐흡착제,0.94
제주특별자치도 제주시,제주리사이클링센터,064-782-5665,사업장배출시설계폐기물,가전제품회수폐냉매물질,1.384
제주특별자치도 제주시,제주리사이클링센터,064-782-5665,사업장배출시설계폐기물,그 밖의 폐기물,356.22
제주특별자치도 제주시,제주리사이클링센터,064-782-5665,사업장배출시설계폐기물,그 밖의 폐목재류,5.52
제주특별자치도 제주시,제주리사이클링센터,064-782-5665,사업장배출시설계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),33.37
제주특별자치도 제주시,제주리사이클링센터,064-782-5665,사업장배출시설계폐기물,폐유리,357.98
제주특별자치도 제주시,제주리사이클링센터,064-782-5665,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),1162.12
제주특별자치도 제주시,제주리사이클링센터,064-782-5665,,수은함유 폐램프,0.57
제주특별자치도 제주시,제주시가축분뇨공공처리장,064-796-6374,사업장배출시설계폐기물,가축분뇨처리오니,4802.65
제주특별자치도 제주시,제주시가축분뇨공공처리장,064-796-6374,사업장배출시설계폐기물,폐여과사,12.85
제주특별자치도 제주시,제주시가축분뇨공공처리장,064-796-6374,사업장배출시설계폐기물,폐활성탄,10.95
제주특별자치도 제주시,제주시수산업협동조합 폐유캔 처리,064-720-3108,,"그 밖의 폐광물유[아스팔트유ㆍ그리스(grease)ㆍ방청유 및 수용성절삭유, 20퍼센트 이상의 이물질이 함유된 폐유, 고체상태의 폐유 등을 말한다]",8.26
제주특별자치도 제주시,제주시수산업협동조합-제주항내 포구 해양폐기물 수거처리,064-720-3108,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),118.01
제주특별자치도 제주시,제주시수협가공공장,064-720-3135,사업장배출시설계폐기물,수산물가공잔재물,34.6
제주특별자치도 제주시,제주어류양식수협 서부사업소,064-796-7074,사업장배출시설계폐기물,그 밖의 동물성잔재물,2105.04
제주특별자치도 제주시,제주축협축산물공판장,064-799-5135,사업장배출시설계폐기물,그 밖의 동물성잔재물,3239.55
제주특별자치도 제주시,제주축협축산물공판장,064-799-5135,사업장배출시설계폐기물,그 밖의 폐수처리오니,2880.91
제주특별자치도 제주시,제주축협축산물공판장,064-799-5135,사업장배출시설계폐기물,동물사체,107.76
제주특별자치도 제주시,제주축협축산물공판장,064-799-5135,사업장배출시설계폐기물,축산물가공잔재물(동물성 유지류는 제외한다),1427.53
제주특별자치도 제주시,제주특별자치도 북부광역환경관리센터,064-722-3844,사업장배출시설계폐기물,생활폐기물 소각시설 바닥재,1574.22
제주특별자치도 제주시,제주특별자치도 북부광역환경관리센터,064-722-3844,사업장배출시설계폐기물,킬레이트(Chelate) 처리물,3050.41
제주특별자치도 제주시,제주특별자치도 북부광역환경관리센터,064-722-3844,,폐기계유ㆍ폐작동유(공업용 기계유ㆍ냉동기유ㆍ터어빈유ㆍ베어링윤활유ㆍ압축기유ㆍ유압작동유ㆍ열매체유 및 프로세스유 등을 말한다),3.8
제주특별자치도 제주시,제주특별자치도수자원본부(서부하수처리장),064-750-7803,사업장배출시설계폐기물,그 밖의 폐기물,26.97
제주특별자치도 제주시,제주특별자치도수자원본부(서부하수처리장),064-750-7803,사업장배출시설계폐기물,하수처리오니,8956.72
제주특별자치도 제주시,제주하수처리장,064-750-7777,사업장배출시설계폐기물,그 밖의 폐기물,464.44
제주특별자치도 제주시,제주하수처리장,064-750-7777,사업장배출시설계폐기물,하수처리오니,24203.28314
제주특별자치도 제주시,제주항만물류협회,064-752-1990,사업장생활계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",356.01
제주특별자치도 제주시,제주항만물류협회,064-752-1990,사업장생활계폐기물,그 밖의 폐기물,42.52
제주특별자치도 제주시,제주항만물류협회,064-752-1990,사업장생활계폐기물,폐보드류,95.4
제주특별자치도 제주시,제주항만물류협회,064-752-1990,사업장생활계폐기물,폐콘크리트,129.35
제주특별자치도 제주시,주사랑요양원,064-799-9889,,손상성폐기물,0.0012
제주특별자치도 제주시,주사랑요양원,064-799-9889,,일반의료폐기물,0.0605
제주특별자치도 제주시,주식회사 산내들환경,064-723-3755,사업장배출시설계폐기물,그 밖의 폐기물,1063.25
제주특별자치도 제주시,주식회사 산내들환경,064-723-3755,사업장배출시설계폐기물,그 밖의 폐목재류,894.9
제주특별자치도 제주시,주식회사 산내들환경,064-723-3755,사업장배출시설계폐기물,폐발포합성수지,27.98
제주특별자치도 제주시,주식회사 산내들환경,064-723-3755,사업장배출시설계폐기물,폐석고,1239.93
제주특별자치도 제주시,주식회사 산내들환경,064-723-3755,사업장배출시설계폐기물,폐유리섬유,12.83
제주특별자치도 제주시,주식회사 산내들환경,064-723-3755,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),9803.9
제주특별자치도 제주시,한마음병원,064-750-9410,사업장생활계폐기물,그 밖의 폐기물,136.32
제주특별자치도 제주시,한마음병원,064-750-9410,사업장생활계폐기물,그 밖의 폐섬유,13.64
제주특별자치도 제주시,한마음병원,064-750-9410,사업장생활계폐기물,음식물류폐기물,72.582
제주특별자치도 제주시,한마음병원,064-750-9410,,격리의료(신종코로나),8.602
제주특별자치도 제주시,한마음병원,064-750-9410,,격리의료폐기물,13.342
제주특별자치도 제주시,한마음병원,064-750-9410,,병리계폐기물,3.176
제주특별자치도 제주시,한마음병원,064-750-9410,,"생물,화학폐기물",0.334
제주특별자치도 제주시,한마음병원,064-750-9410,,손상성폐기물,2.094
제주특별자치도 제주시,한마음병원,064-750-9410,,일반의료폐기물,42.214
제주특별자치도 제주시,한마음병원,064-750-9410,,조직물류폐기물(태반을 재활용하는 경우는 제외한다),10.8012
제주특별자치도 제주시,한마음병원,064-750-9410,,혈액오염폐기물,12.75
충청남도 계룡시,(주)내담에프앤비,070-7707-8233,사업장배출시설계폐기물,그 밖의 폐수처리오니,19.08
충청남도 계룡시,(주)내담에프앤비,070-7707-8233,사업장배출시설계폐기물,음식물류폐기물,114.71
충청남도 계룡시,(주)내담에프앤비,070-7707-8233,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),36.93
충청남도 계룡시,계룡대근무지원단-생활폐기물처리,042-553-4774,사업장생활계폐기물,그 밖의 폐기물,815.06
충청남도 계룡시,계룡대체력단련장,042-550-7626,사업장배출시설계폐기물,그 밖의 식물성잔재물,10.16
충청남도 계룡시,계룡대체력단련장,042-550-7626,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),20.71
충청남도 계룡시,계룡대체력단련장,042-550-7626,사업장배출시설계폐기물,폐활성탄,0.9
충청남도 계룡시,계룡대체력단련장,042-550-7626,사업장생활계폐기물,음식물류폐기물,31.22
충청남도 계룡시,계룡대체력단련장,042-550-7626,,"그 밖의 폐광물유[아스팔트유ㆍ그리스(grease)ㆍ방청유 및 수용성절삭유, 20퍼센트 이상의 이물질이 함유된 폐유, 고체상태의 폐유 등을 말한다]",0.35
충청남도 계룡시,계룡대체력단련장,042-550-7626,,그 밖의 폐농약,0.94
충청남도 계룡시,계룡대체력단련장,042-550-7626,,폐윤활유(「자원의 절약과 재활용촉진에 관한 법률 시행령」 제18조에 따른 재활용의무 대상 제품ㆍ포장재인 기어유 및 내연기관용 윤활유를 말한다),0.57
충청남도 공주시,(주)건양기술공사건축사무소(공주신관하수처리시설),041-881-9914,사업장배출시설계폐기물,그 밖의 폐기물,18.23
충청남도 공주시,(주)건양기술공사건축사무소(공주신관하수처리시설),041-881-9914,사업장배출시설계폐기물,하수처리오니,875.75
충청남도 공주시,(주)라톤코리아,041-881-7131,,"그 밖의 폐광물유[아스팔트유ㆍ그리스(grease)ㆍ방청유 및 수용성절삭유, 20퍼센트 이상의 이물질이 함유된 폐유, 고체상태의 폐유 등을 말한다]",14.95
충청남도 공주시,(주)라톤코리아,041-881-7131,,그 밖의 폐유,61.11
충청남도 공주시,(주)라톤코리아,041-881-7131,,폐동식물유,468.59
충청남도 공주시,(주)신성강건 공주공장,041-858-4545,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),22.06
충청남도 공주시,(주)신아양행,041-853-0871,사업장배출시설계폐기물,폐수처리오니,29.9
충청남도 공주시,(주)신아양행,041-853-0871,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),19.26
충청남도 공주시,(주)태은물류,041-850-7983,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),11878.67
충청남도 공주시,(주)한남하이텍,041-881-0333,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),617.48
충청남도 공주시,OCI스페셜티(주)공주공장,041-851-7113,사업장배출시설계폐기물,폐수처리오니,85.79
충청남도 공주시,OCI스페셜티(주)공주공장,041-851-7113,사업장생활계폐기물,그 밖의 폐목재류,33.91
충청남도 공주시,OCI스페셜티(주)공주공장,041-851-7113,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),15.7
충청남도 공주시,공주환경(주)공암공공하수처리시설,041-841-8263,사업장배출시설계폐기물,하수처리오니,321.3
충청남도 공주시,공주환경(주)동학사공공하수처리시설,041-841-8263,사업장배출시설계폐기물,하수처리오니,535.29
충청남도 공주시,공주환경(주)유구공공하수처리시설,041-841-8263,사업장배출시설계폐기물,하수처리오니,655.78
충청남도 공주시,구자균치과,041-857-2275,,손상성폐기물,0.0125
충청남도 공주시,구자균치과,041-857-2275,,일반의료폐기물,0.029
충청남도 공주시,대길환경(주),041-856-3001,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(접착제, 페인트, 기름, 콘크리트 등의 물질이 사용된 목재를 말한다)",198
충청남도 공주시,대길환경(주),041-856-3001,사업장배출시설계폐기물,그 밖의 폐목재류,654.5
충청남도 공주시,대길환경(주),041-856-3001,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),10699.17
충청남도 공주시,도레이첨단소재 주식회사,041-841-9917,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),169.18
충청남도 공주시,사단법인 공주시 검상농공단지운영협의회,041855-7665,사업장배출시설계폐기물,그 밖의 폐수처리오니,88
충청남도 공주시,삼양에이알(주),041-853-9494,사업장배출시설계폐기물,석재ㆍ골재폐수처리오니(석재ㆍ골재 생산 시 발생한 폐수를 처리하는 과정에서 발생한 오니로 한정한다),17128.5
충청남도 공주시,삼영기계(주)(공주),041-840-3031,사업장배출시설계폐기물,그 밖의 분진,2.52
충청남도 공주시,삼영기계(주)(공주),041-840-3031,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),8.07
충청남도 공주시,삼영기계(주)(공주),041-840-3031,사업장배출시설계폐기물,화학점결폐주물사,50.6
충청남도 공주시,삼영기계(주)(공주),041-840-3031,사업장생활계폐기물,음식물류폐기물,6.95
충청남도 공주시,솔브레인에스엘디주식회사,041-851-4500,사업장배출시설계폐기물,그 밖의 무기성오니,66.08
충청남도 공주시,솔브레인에스엘디주식회사,041-851-4500,사업장배출시설계폐기물,폐유리,524.5
충청남도 공주시,솔브레인에스엘디주식회사,041-851-4500,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),183.74
충청남도 공주시,"연구실, 실험실용 폐시약 처리(액상)-공주대학교",041-850-8124,,그 밖의 폐유기용제,3.29
충청남도 공주시,"연구실, 실험실용 폐시약 처리(액상)-공주대학교",041-850-8124,,연구ㆍ검사용 폐시약,0.65
충청남도 공주시,"연구실, 실험실용 폐시약 처리(액상)-공주대학교",041-850-8124,,할로겐족 폐유기용제,3.77
충청남도 공주시,한국전력공사 공주지사,041-850-2273,사업장생활계폐기물,"폐전주(폐애자, 폐근가 및 폐합성수지제 커버류 등을 포함한다)",1744.22
충청남도 공주시,한솔제지(주)공주사업소,041-881-9943,사업장배출시설계폐기물,건설폐토석,696.49
충청남도 공주시,한솔제지(주)공주사업소,041-881-9943,사업장배출시설계폐기물,폐토사,351.09
충청남도 공주시,한솔제지(주)공주사업소,041-881-9943,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),20840.06
충청남도 공주시,한화호텔앤드리조트(주)공주(대전)휴게소,041-854-6060,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),31.8
충청남도 공주시,해성상사,041-854-3061,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),2448.41
충청남도 공주시,환상자원,041-858-0022,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),0
충청남도 공주시,훽트(주),041-840-0229,사업장배출시설계폐기물,폐수처리오니,106.631
충청남도 금산군,(주)모던이앤알,041-753-0020,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",69.05
충청남도 금산군,(주)모던이앤알,041-753-0020,사업장배출시설계폐기물,가전제품회수폐냉매물질,2.18
충청남도 금산군,(주)모던이앤알,041-753-0020,사업장배출시설계폐기물,그 밖의 폐유리,565.88
충청남도 금산군,(주)모던이앤알,041-753-0020,사업장배출시설계폐기물,폐유리,119
충청남도 금산군,(주)모던이앤알,041-753-0020,사업장배출시설계폐기물,폐콘크리트,165.43
충청남도 금산군,(주)모던이앤알,041-753-0020,사업장배출시설계폐기물,폐폴리우레탄폼류,1142.46
충청남도 금산군,(주)모던이앤알,041-753-0020,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),9613.262
충청남도 금산군,(주)모던이앤알,041-753-0020,,수은함유 폐램프,1.18
충청남도 금산군,(주)모던이앤알,041-753-0020,,폐기계유ㆍ폐작동유(공업용 기계유ㆍ냉동기유ㆍ터어빈유ㆍ베어링윤활유ㆍ압축기유ㆍ유압작동유ㆍ열매체유 및 프로세스유 등을 말한다),2.9
충청남도 금산군,(주)사조오양 금산공장,041-753-6513,사업장배출시설계폐기물,그 밖의 동ㆍ식물성잔재물,566.16
충청남도 금산군,(주)사조오양 금산공장,041-753-6513,사업장배출시설계폐기물,그 밖의 폐수처리오니,1075.75
충청남도 금산군,(주)사조오양 금산공장,041-753-6513,사업장배출시설계폐기물,폐식용유(식용을 목적으로 식품 재료와 원료를 제조ㆍ조리ㆍ가공하거나 식용유를 유통ㆍ사용 또는 음식물류 폐기물을 처리하는 과정에서 발생하는 기름을 말한다),11.95
충청남도 금산군,(주)사조오양 금산공장,041-753-6513,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),295.37
충청남도 금산군,(주)우진,041-751-9272,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(접착제, 페인트, 기름, 콘크리트 등의 물질이 사용된 목재를 말한다)",26.27
충청남도 금산군,(주)우진,041-751-9272,사업장배출시설계폐기물,폐토사,2770.16
충청남도 금산군,(주)우진,041-751-9272,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),8439.42
충청남도 금산군,(주)케이알산업 인삼랜드 (상)휴게.주유소,041-754-9200,사업장생활계폐기물,폐식용유(식용을 목적으로 식품 재료와 원료를 제조ㆍ조리ㆍ가공하거나 식용유를 유통ㆍ사용 또는 음식물류 폐기물을 처리하는 과정에서 발생하는 기름을 말한다),1.1895
충청남도 금산군,(주)케이알산업 인삼랜드 (상)휴게.주유소,041-754-9200,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),58.09
충청남도 금산군,경방신약(주),041-751-5650,사업장배출시설계폐기물,그 밖의 식물성잔재물,1306.88
충청남도 금산군,경방신약(주),041-751-5650,사업장배출시설계폐기물,폐의약품류,90.4
충청남도 금산군,경방신약(주),041-751-5650,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),80.17
충청남도 금산군,대동고려삼(주),041-753-8803,사업장배출시설계폐기물,그 밖의 폐수처리오니,110.87
충청남도 금산군,대동고려삼(주),041-753-8803,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),31.7
충청남도 금산군,대동고려삼(주),041-753-8803,사업장배출시설계폐기물,폐활성탄,7.01
충청남도 금산군,대신산업주식회사,042-521-9300,사업장생활계폐기물,폐합성섬유,1734.62
충청남도 금산군,대신산업주식회사,042-521-9300,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),2817.33
충청남도 금산군,램테크놀러지(주),041-754-6470,사업장배출시설계폐기물,그 밖의 폐목재류,21.42
충청남도 금산군,삼천리활성탄소(주),041-753-1232,사업장배출시설계폐기물,폐활성탄,9.28
충청남도 금산군,삼천리활성탄소(주),041-753-1232,사업장배출시설계폐기물,폐흡착제,202.54
충청남도 금산군,삼천리활성탄소(주),041-753-1232,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),16.7
충청남도 금산군,세강엠텍(주),041-751-4344,사업장배출시설계폐기물,화학점결폐주물사,1142.98
충청남도 금산군,아스폴리머,041-751-6870,사업장배출시설계폐기물,폐합성고무류,71.887
충청남도 금산군,아스폴리머,041-751-6870,사업장배출시설계폐기물,폐활성탄,1
충청남도 금산군,티알벨트랙(주) 금산2공장,041-900-8845,사업장배출시설계폐기물,그 밖의 폐기물,10.05
충청남도 금산군,티알벨트랙(주) 금산2공장,041-900-8845,사업장배출시설계폐기물,폐합성고무류,68.5
충청남도 금산군,티알벨트랙(주) 금산2공장,041-900-8845,사업장배출시설계폐기물,폐활성탄,1.88
충청남도 금산군,한미스위스광학(주),042-280-3022,사업장배출시설계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),103.54
충청남도 금산군,한미스위스광학(주),042-280-3022,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),107.63
충청남도 논산시,(주)대림,041-980-1729,사업장배출시설계폐기물,폐활성탄,2.48
충청남도 논산시,(주)대림,041-980-1729,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),25.11
충청남도 논산시,(주)디디에스,041-733-8830,사업장배출시설계폐기물,사업장폐기물 소각시설 비산재,282.47
충청남도 논산시,(주)디디에스,041-733-8830,사업장배출시설계폐기물,사업장폐기물 소각시설 소각재(바닥재와 비산재가 혼합된 경우를 말한다),1033.86
충청남도 논산시,(주)디디에스,041-733-8830,,그 밖의 공정오니,39.5
충청남도 논산시,(주)디디에스,041-733-8830,,분진,169.52
충청남도 논산시,(주)디디에스,041-733-8830,,사업장폐기물 소각시설 비산재,41.55
충청남도 논산시,(주)루트제이드,070-8611-2100,사업장배출시설계폐기물,그 밖의 폐기물,4.32
충청남도 논산시,(주)루트제이드,070-8611-2100,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),22.37
충청남도 논산시,(주)성효축산물유통,041-742-7724,사업장배출시설계폐기물,그 밖의 동물성잔재물,360
충청남도 논산시,(주)성효축산물유통,041-742-7724,사업장배출시설계폐기물,그 밖의 폐수처리오니,209.56
충청남도 논산시,(주)엠에스에스글로벌,041-980-8656,사업장생활계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",16.23
충청남도 논산시,(주)엠에스에스글로벌,041-980-8656,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),305.86
충청남도 논산시,(주)엠에스에스글로벌,041-980-8656,,그 밖의 폐유기용제,344.22
충청남도 논산시,(주)우성양행,041-741-7836,사업장배출시설계폐기물,그 밖의 분진,10.77
충청남도 논산시,(주)우성양행,041-741-7836,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),27.05
충청남도 논산시,(주)제닉(2공장),070-7827-9222,사업장배출시설계폐기물,그 밖의 폐수처리오니,77.94
충청남도 논산시,(주)제닉(2공장),070-7827-9222,사업장생활계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),7.03
충청남도 논산시,(주)제닉(2공장),070-7827-9222,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),359.55
충청남도 논산시,(주)파이닉스알엔디(성동),041-732-6503,사업장배출시설계폐기물,그 밖의 폐기물,12.69
충청남도 논산시,(주)파이닉스알엔디(성동),041-732-6503,사업장배출시설계폐기물,분뇨처리오니,519.32
충청남도 논산시,(주)퓨어스피어,041-741-8642,사업장배출시설계폐기물,그 밖의 공정오니(무기성),90.63
충청남도 논산시,(주)퓨어스피어,041-741-8642,사업장배출시설계폐기물,그 밖의 폐기물,16.34
충청남도 논산시,(주)퓨어스피어,041-741-8642,사업장배출시설계폐기물,금속성폐촉매,12.0518
충청남도 논산시,(주)한테크,041-735-7353,사업장배출시설계폐기물,폐유리,729.561
충청남도 논산시,(합)대성금속환경,041-734-5390,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),65.13
충청남도 논산시,2022년 논산지사 노선발생폐기물(가연성) 위탁처리용역((이도그린전주(주)),041-435-6542,사업장생활계폐기물,그 밖의 폐기물,75.29
충청남도 논산시,건양폐차장,041-741-8201,사업장배출시설계폐기물,자동차 폐타이어,13.23
충청남도 논산시,건양폐차장,041-741-8201,사업장배출시설계폐기물,자동차회수폐냉매물질,0.035
충청남도 논산시,건양폐차장,041-741-8201,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),4.33
충청남도 논산시,건양폐차장,041-741-8201,,폐황산이 포함된 2차폐축전지,6.78
충청남도 논산시,논산계룡축산업협동조합 자연순환농업센터,041-733-2720,사업장배출시설계폐기물,동물털,34.15
충청남도 논산시,논산계룡축산업협동조합 자연순환농업센터,041-733-2720,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),14.63
충청남도 논산시,논산계룡축산업협동조합 자연순환농업센터,041-733-2720,사업장배출시설계폐기물,폐흡착제,22.31
